node_id,distance_to_zone3,ros,fire_prob,zone
1221.0,2862.7200000000003,4.1819999999999995,0.001461,2
1222.0,3220.7200000000003,4.1819999999999995,0.001298,2
1223.0,3121.18,4.1819999999999995,0.00134,2
1224.0,3318.46,4.1819999999999995,0.00126,2
1225.0,3369.45,4.1819999999999995,0.001241,2
1226.0,3223.02,4.1819999999999995,0.001298,2
1227.0,3476.02,4.1819999999999995,0.001203,2
1228.0,3580.9200000000005,4.1819999999999995,0.001168,2
1229.0,3905.03,4.1819999999999995,0.001071,2
1230.0,4058.5800000000004,4.1819999999999995,0.00103,2
1231.0,933.4800000000001,4.1819999999999995,0.00448,2
1232.0,824.7300000000001,4.1819999999999995,0.005071,2
1233.0,1042.43,4.1819999999999995,0.004012,2
1234.0,1134.3,4.1819999999999995,0.003687,2
1235.0,8520.47,4.1819999999999995,0.000491,1
1236.0,8150.119999999998,4.1819999999999995,0.000513,1
1237.0,8725.929999999997,4.1819999999999995,0.000479,1
1238.0,4823.089999999999,4.1819999999999995,0.000867,2
1239.0,4886.15,4.1819999999999995,0.000856,2
1240.0,5137.19,4.1819999999999995,0.000814,2
1241.0,5263.099999999999,4.1819999999999995,0.000795,2
1242.0,8870.820000000002,4.1819999999999995,0.000471,1
1243.0,8965.210000000003,4.1819999999999995,0.000466,1
1244.0,8953.759999999997,4.1819999999999995,0.000467,1
1245.0,9048.229999999998,4.1819999999999995,0.000462,1
1246.0,8859.249999999996,4.1819999999999995,0.000472,1
1247.0,10643.910000000002,4.1819999999999995,0.000393,1
1248.0,10625.380000000001,4.1819999999999995,0.000394,1
1249.0,10738.390000000001,4.1819999999999995,0.000389,1
1250.0,10893.560000000001,4.1819999999999995,0.000384,1
1251.0,10988.02,4.1819999999999995,0.000381,1
1252.0,10798.720000000001,4.1819999999999995,0.000387,1
1253.0,8753.220000000003,4.1819999999999995,0.000478,1
1254.0,9001.350000000002,4.1819999999999995,0.000465,1
1255.0,8822.78,4.1819999999999995,0.000474,1
