node_id,distance_to_zone3,ros,fire_prob,zone
566.0,8105.0199999999995,2.6999999999999997,0.000333,1
567.0,8271.41,2.6999999999999997,0.000326,1
568.0,8082.409999999999,2.6999999999999997,0.000334,1
569.0,7394.650000000001,2.6999999999999997,0.000365,1
570.0,7472.77,2.6999999999999997,0.000361,1
571.0,7314.97,2.6999999999999997,0.000369,1
572.0,7248.670000000002,2.6999999999999997,0.000372,1
573.0,7448.570000000001,2.6999999999999997,0.000362,1
574.0,7146.920000000001,2.6999999999999997,0.000378,1
575.0,7245.990000000002,2.6999999999999997,0.000373,1
576.0,7352.910000000002,2.6999999999999997,0.000367,1
577.0,7245.870000000002,2.6999999999999997,0.000373,1
578.0,7146.920000000001,2.6999999999999997,0.000378,1
579.0,7850.09,2.6999999999999997,0.000344,1
580.0,7999.2300000000005,2.6999999999999997,0.000338,1
581.0,7786.06,2.6999999999999997,0.000347,1
584.0,5694.920000000001,2.6999999999999997,0.000474,1
585.0,5813.390000000002,2.6999999999999997,0.000464,1
586.0,5575.990000000001,2.6999999999999997,0.000484,1
587.0,5584.780000000001,2.6999999999999997,0.000483,1
588.0,5516.230000000001,2.6999999999999997,0.000489,1
589.0,5572.570000000001,2.6999999999999997,0.000485,1
590.0,5377.620000000001,2.6999999999999997,0.000502,1
591.0,5238.930000000001,2.6999999999999997,0.000515,1
592.0,5457.160000000002,2.6999999999999997,0.000495,1
593.0,10863.07,2.6999999999999997,0.000249,1
594.0,5249.4500000000035,2.6999999999999997,0.000514,1
595.0,4969.379999999998,2.6999999999999997,0.000543,2
596.0,5110.439999999999,2.6999999999999997,0.000528,2
597.0,4845.739999999997,2.6999999999999997,0.000557,2
598.0,4841.889999999998,2.6999999999999997,0.000558,2
599.0,4959.229999999999,2.6999999999999997,0.000544,2
600.0,7549.95,2.6999999999999997,0.000358,1
601.0,7684.52,2.6999999999999997,0.000351,1
602.0,5213.130000000003,2.6999999999999997,0.000518,2
603.0,7633.7699999999995,2.6999999999999997,0.000354,1
604.0,7710.8,2.6999999999999997,0.00035,1
605.0,7566.2,2.6999999999999997,0.000357,1
606.0,5385.68,2.6999999999999997,0.000501,1
607.0,5472.290000000001,2.6999999999999997,0.000493,1
608.0,7430.38,2.6999999999999997,0.000363,1
609.0,7664.62,2.6999999999999997,0.000352,1
610.0,5216.790000000001,2.6999999999999997,0.000518,2
611.0,5290.27,2.6999999999999997,0.00051,1
612.0,5188.64,2.6999999999999997,0.00052,2
613.0,5076.509999999999,2.6999999999999997,0.000532,2
614.0,4957.799999999999,2.6999999999999997,0.000545,2
615.0,5332.240000000001,2.6999999999999997,0.000506,1
616.0,4408.729999999998,2.6999999999999997,0.000612,2
617.0,4545.129999999997,2.6999999999999997,0.000594,2
618.0,4271.169999999998,2.6999999999999997,0.000632,2
619.0,5392.800000000001,2.6999999999999997,0.000501,1
620.0,4374.879999999998,2.6999999999999997,0.000617,2
621.0,4493.169999999997,2.6999999999999997,0.000601,2
622.0,4255.919999999998,2.6999999999999997,0.000634,2
623.0,4380.86,2.6999999999999997,0.000616,2
624.0,4258.549999999999,2.6999999999999997,0.000634,2
625.0,4519.42,2.6999999999999997,0.000597,2
626.0,4911.419999999999,2.6999999999999997,0.00055,2
627.0,4916.03,2.6999999999999997,0.000549,2
628.0,4738.93,2.6999999999999997,0.00057,2
629.0,4008.49,2.6999999999999997,0.000674,2
630.0,5039.840000000002,2.6999999999999997,0.000536,2
631.0,4173.950000000001,2.6999999999999997,0.000647,2
632.0,4052.1299999999997,2.6999999999999997,0.000666,2
633.0,2629.2699999999995,2.6999999999999997,0.001027,2
634.0,2628.6499999999996,2.6999999999999997,0.001027,2
635.0,4477.3600000000015,2.6999999999999997,0.000603,2
636.0,4354.900000000001,2.6999999999999997,0.00062,2
637.0,4352.740000000002,2.6999999999999997,0.00062,2
638.0,2721.5499999999997,2.6999999999999997,0.000992,2
639.0,5019.280000000002,2.6999999999999997,0.000538,2
640.0,4950.760000000002,2.6999999999999997,0.000545,2
641.0,4991.1500000000015,2.6999999999999997,0.000541,2
642.0,2602.64,2.6999999999999997,0.001037,2
643.0,7085.580000000002,2.6999999999999997,0.000381,1
644.0,2638.4599999999996,2.6999999999999997,0.001023,2
645.0,2665.7799999999997,2.6999999999999997,0.001013,2
646.0,2710.1099999999997,2.6999999999999997,0.000996,2
647.0,4687.83,2.6999999999999997,0.000576,2
648.0,4704.68,2.6999999999999997,0.000574,2
649.0,4666.49,2.6999999999999997,0.000579,2
650.0,4517.250000000001,2.6999999999999997,0.000598,2
651.0,4272.2300000000005,2.6999999999999997,0.000632,2
652.0,2594.5899999999997,2.6999999999999997,0.001041,2
653.0,4809.45,2.6999999999999997,0.000561,2
654.0,7142.320000000003,2.6999999999999997,0.000378,1
655.0,7245.6200000000035,2.6999999999999997,0.000373,1
656.0,7261.740000000001,2.6999999999999997,0.000372,1
657.0,5686.3099999999995,2.6999999999999997,0.000475,1
658.0,5695.799999999999,2.6999999999999997,0.000474,1
659.0,6486.590000000001,2.6999999999999997,0.000416,1
660.0,6592.210000000001,2.6999999999999997,0.00041,1
661.0,5641.139999999999,2.6999999999999997,0.000479,1
662.0,6333.350000000001,2.6999999999999997,0.000426,1
663.0,6408.850000000001,2.6999999999999997,0.000421,1
664.0,6527.89,2.6999999999999997,0.000414,1
665.0,6279.260000000001,2.6999999999999997,0.00043,1
666.0,5896.69,2.6999999999999997,0.000458,1
667.0,6362.1500000000015,2.6999999999999997,0.000424,1
668.0,6361.9000000000015,2.6999999999999997,0.000424,1
669.0,6218.280000000002,2.6999999999999997,0.000434,1
670.0,5761.280000000002,2.6999999999999997,0.000469,1
671.0,5739.160000000001,2.6999999999999997,0.00047,1
672.0,5964.220000000001,2.6999999999999997,0.000453,1
673.0,4522.209999999999,2.6999999999999997,0.000597,2
674.0,4721.900000000001,2.6999999999999997,0.000572,2
675.0,4327.009999999999,2.6999999999999997,0.000624,2
676.0,3050.68,2.6999999999999997,0.000885,2
677.0,2949.34,2.6999999999999997,0.000915,2
678.0,3049.6,2.6999999999999997,0.000885,2
679.0,11024.199999999999,2.6999999999999997,0.000245,1
680.0,11359.759999999998,2.6999999999999997,0.000238,1
681.0,10843.829999999998,2.6999999999999997,0.000249,1
682.0,11523.65,2.6999999999999997,0.000234,1
683.0,5559.8,2.6999999999999997,0.000486,1
